lag,acf
161,0.6820011817515141
162,0.6801557528800747
163,0.6799178121654805
164,0.6793587169938016
165,0.6764707311068077
166,0.6755695398920102
167,0.6752430282950884
168,0.6756458502708174
169,0.6727918354463198
170,0.6729834091402551
171,0.672691872517196
172,0.6730691763736103
173,0.6735772808121434
174,0.6749777670346763
175,0.6771889763026452
176,0.6723202624452999
177,0.6729384859403467
178,0.6741411036661934
179,0.6720609689846483
180,0.673014898308051
181,0.6754150100794624
182,0.6754423971838611
183,0.6738601242530331
184,0.6727558081037308
185,0.6704600552407223
186,0.6701066824826031
187,0.6705922800420099
188,0.6743194928250941
189,0.6759638611037367
190,0.6728343586892178
191,0.6704557023497332
192,0.6685590227149356
193,0.6707405011191363
194,0.6717041859870574
195,0.670406404281214
196,0.6717936274333084
197,0.6693733871056367
198,0.6687204286127346
199,0.6688507914997346
200,0.6700101075578291
201,0.6700928240296294
202,0.6695713987916542
203,0.6701488914669134
204,0.6701654175215825
205,0.6678556049689284
206,0.6666200848313184
207,0.6674459948351001
208,0.6710805119375658
209,0.6739639140284921
210,0.6776884994144198
211,0.676064626874943
212,0.6754120921717084
213,0.6765500428541014
214,0.6737740084450761
215,0.6723028065313161
216,0.6714633061330397
217,0.6731046081011703
218,0.6704827096634787
219,0.6712233373466544
220,0.6690757142478854
221,0.669473522585121
222,0.6688338797662906
223,0.6686757727660122
224,0.6726576313359232
225,0.6712778083627159
226,0.6691097785931851
227,0.6697533354362826
228,0.6688587925238977
229,0.6701673966168499
230,0.6673187606985418
231,0.6680613488606075
232,0.6683607641932714
233,0.667280781261575
234,0.6642735908141899
235,0.6651718499933058
236,0.6675487102114696
237,0.668998594227791
238,0.669044780131896
239,0.6680914090376282
240,0.6674267470136788
241,0.6658138413868823
242,0.6667851201112472
243,0.6640621958473997
244,0.6617512588877876
245,0.6621204393969128
246,0.6610059185965661
247,0.6613113213963512
248,0.6627040949103543
249,0.6629427572540479
250,0.6646435107594074
251,0.6650017241912155
252,0.6662418778749924
253,0.6656868187322574
254,0.66646446833548
255,0.6641969758954694
256,0.662613127475515
257,0.6634202015260555
258,0.6625124295715298
259,0.666170986461422
260,0.6638575708748412
261,0.6628001040276206
262,0.6616358349602038
263,0.6624729625671087
264,0.6611758418611938
265,0.6613650837255675
266,0.6606276299966436
267,0.6596159393339486
268,0.6605842686271081
269,0.6631329387183067
270,0.6614820393156148
271,0.6617276478313696
272,0.6630419928111958
273,0.664797297313675
274,0.6651794224754746
275,0.6645817118160606
276,0.6652077510894876
277,0.6648466130192053
278,0.6621481824151906
279,0.6628124548121901
280,0.6625771337682714
281,0.6601051279808102
282,0.6626555326834037
283,0.6630902952133652
284,0.6628226888956336
285,0.6615680615662239
286,0.6625988503497892
287,0.6638470009669255
288,0.6614670089827654
289,0.6605791352501823
290,0.6607427552668438
291,0.6636735080407375
292,0.6646129685146039
293,0.6630628631522351
294,0.6633493847923522
295,0.662078631757866
296,0.6630950425986588
297,0.6675330636924354
298,0.6694540664889518
299,0.6705135680890525
300,0.6687917039784134
301,0.6702328583885669
302,0.667657103375876
303,0.6616308786608945
304,0.6601534313570004
305,0.6614210394745818
306,0.6627048410245603
307,0.6601198762314788
308,0.6618352054371467
309,0.6602428910877393
310,0.6615345483627334
311,0.6612939726891387
312,0.6606026962488765
313,0.6619155605947615
314,0.6613024342175478
315,0.6618972711986153
316,0.6632412475886443
317,0.6624366881359333
318,0.6628826965436136
319,0.6639347790300005
320,0.6629168429771715
321,0.6603829673556266
322,0.6590813000345326
323,0.6582761190346181
324,0.657325371556585
325,0.6590894508716583
326,0.6596298593239768
327,0.6624066964049677
328,0.663791943789848
329,0.6652199237342732
330,0.6620341695749004
331,0.6603147951047224
332,0.6589312995621247
333,0.6603955087529485
334,0.659771274090074
335,0.6592437315193997
336,0.6598322289165586
337,0.6585474426588805
338,0.6580326676960973
339,0.6584880384352778
340,0.6582467169379664
341,0.656900478882171
342,0.6591591629449839
343,0.6616642510891592
344,0.6594676556297749
345,0.6617499218266865
346,0.6597722760148605
347,0.6585855944267291
348,0.6576329390734393
349,0.6586248656243855
350,0.6596869527022275
351,0.6590253476188035
352,0.6587062303126474
353,0.6549870224884606
354,0.6543866864046693
355,0.6549346661925375
356,0.6554220907489715
357,0.6568142711550045
358,0.6563618785853194
359,0.6545413466152653
360,0.6537955910154
361,0.6574144533816627
362,0.6578473608046376
363,0.6592731805398578
364,0.6618770795599344
365,0.6629151061375975
